InternationalMaritimeOrganizationNumber,VesselTypeName,VesselStatusName,DeadWeightTonnage,Speed,ManagementcompanyCode,ManagementCompany
9298387,Chemical/Products Tanker,In Trading Fleet,20610,15.5,5280724,Bernhard Schulte Shipmanagement (Hellas) SPLLC
9298430,Bulk Carrier,In Trading Fleet,2846,11.7,1864531,Yantai Golden Ocean Shipping Co Ltd
9298442,General Cargo Ship,In Trading Fleet,2808,0,9991001,Unknown
9298557,Bulk Carrier,In Trading Fleet,52447,14.33,260422,Osaka Asahi Kaiun Co Ltd (Osaka Asahi Marine Transportation Co Ltd)
9298636,Container Ship (Fully Cellular),In Trading Fleet,41647,22.5,30163,Peter Doehle Schiffahrts-KG
9298648,Container Ship (Fully Cellular),In Trading Fleet,41754,22.5,30163,Peter Doehle Schiffahrts-KG
9298674,Products Tanker,In Trading Fleet,74999,15.51,5140106,Gulf Energy Maritime (GEM) PJSC
9298698,Container Ship (Fully Cellular),In Trading Fleet,61454,24.2,1135952,Maersk Line Ltd
9298727,Chemical/Products Tanker,In Trading Fleet,37515,14.5,1038263,Norbulk Shipping UK Ltd
9298741,Crude Oil Tanker,In Trading Fleet,163759,15.55,4117526,Delta Tankers Ltd
9298777,Products Tanker,In Trading Fleet,69645,15.6,1487897,Antares Naviera SA
9298789,Products Tanker,In Trading Fleet,69648,15.6,1487897,Antares Naviera SA
9298820,Products Tanker,In Trading Fleet,35199,14.5,9991001,Unknown
9298923,Wood Chips Carrier,In Trading Fleet,49794,14,1773755,Misuga Kaiun Co Ltd
9298997,Container Ship (Fully Cellular),In Trading Fleet,67270,25,5214719,Bernhard Schulte Shipmanagement (China) Co Ltd
9299032,Container Ship (Fully Cellular),In Trading Fleet,33783,22,5808451,Maersk A/S
9299044,Container Ship (Fully Cellular),In Trading Fleet,33750,22,1135952,Maersk Line Ltd
9299111,Chemical/Products Tanker,In Trading Fleet,101970,14.5,5015651,European Product Carriers Ltd
9299123,Products Tanker,In Trading Fleet,65125,14.8,5735289,Northern Marine Management Pte Ltd
9299159,Chemical/Products Tanker,In Trading Fleet,65065,14.8,1039244,Northern Marine Management Ltd
9299202,Bunkering Tanker,In Trading Fleet,5667,11,1191255,ABC Maritime AG
9299290,Bulk Carrier,In Trading Fleet,53565,15.99,1601573,Fleet Management Ltd
9299331,Container Ship (Fully Cellular),In Trading Fleet,12473,16.5,9991001,Unknown
9299343,Crude/Oil Products Tanker,In Trading Fleet,109672,14.86,5708121,Prime Tanker Management Inc
9299367,Products Tanker,In Trading Fleet,38472,14.5,1535686,Administradora de Naves Humboldt Ltda
9299422,Chemical/Products Tanker,In Trading Fleet,29057,14,5676362,Synergy Denmark A/S
9299446,Chemical/Products Tanker,In Trading Fleet,29032,14,5676362,Synergy Denmark A/S
9299472,Bulk Carrier,In Trading Fleet,27787,14,9991001,Unknown
9299599,Crude Oil Tanker,In Trading Fleet,109229,13,6077984,Virono Union Maritime SA
9299604,Bulk Carrier,In Trading Fleet,74288.4,13.64,5567784,TMS Bulkers Ltd
9299616,Bulk Carrier,In Trading Fleet,74381,13.8,5394524,YKJ Shipping Co Ltd
9299630,Container Ship (Fully Cellular),In Trading Fleet,101810,25.4,5427869,CMA Ships SAS
9299642,Container Ship (Fully Cellular),In Trading Fleet,113964,24.45,5427869,CMA Ships SAS
9299654,Container Ship (Fully Cellular),In Trading Fleet,114004,24.45,5427869,CMA Ships SAS
9299666,Crude Oil Tanker,In Trading Fleet,164608,13,5683789,HMM Ocean Service Co Ltd
9299692,Crude Oil Tanker,In Trading Fleet,109919,14.11,5897756,SCF Management Services (Dubai) Ltd
9299719,Crude Oil Tanker,In Trading Fleet,109919,14.11,5897756,SCF Management Services (Dubai) Ltd
9299800,Container Ship (Fully Cellular),In Trading Fleet,113964,24.45,5427869,CMA Ships SAS
9299874,Chemical/Products Tanker,In Trading Fleet,45998,14.5,1708734,Mideast Ship Management Ltd (JLT)
9299898,Crude Oil Tanker,In Trading Fleet,111775,15,9991001,Unknown
9299939,Container Ship (Fully Cellular),In Trading Fleet,102861,24.5,5808451,Maersk A/S
9300128,Bulk Carrier,In Trading Fleet,73581,14.7,1043913,COSCO Shipping (Qingdao) Co Ltd
9300142,Container Ship (Fully Cellular),In Trading Fleet,24225,22,1327130,RCL Shipmanagement Pte Ltd
9300178,Bulk Carrier,In Trading Fleet,32573,13.6,5105614,Pacific Basin Shipping (HK) Ltd
9300192,Bulk Carrier,In Trading Fleet,32355,13.42,6078523,Seaspire Maritime Inc
9300283,Bulk Carrier,In Trading Fleet,53800,14.51,6034781,Premium Maritime SA
9300300,Container Ship (Fully Cellular),In Trading Fleet,67209,25.6,5193283,Shanghai Ocean Shipping Co Ltd
9300324,Container Ship (Fully Cellular),In Trading Fleet,67209,25.6,5193283,Shanghai Ocean Shipping Co Ltd
9300348,Products Tanker,In Trading Fleet,5600,10,6129334,LLC 'Avrora-Shipping'
9300350,Products Tanker,In Trading Fleet,5600,10,6129334,LLC 'Avrora-Shipping'
9300374,Bulk Carrier,In Trading Fleet,173764,14.76,343225,Empresa Naviera Elcano SA (ENE)
9300439,Container Ship (Fully Cellular),In Trading Fleet,78268,25.3,344771,Evergreen Marine Corp (Taiwan) Ltd (EVERGREEN LINE)
9300453,Container Ship (Fully Cellular),In Trading Fleet,78612,25.3,344771,Evergreen Marine Corp (Taiwan) Ltd (EVERGREEN LINE)
9300465,Container Ship (Fully Cellular),In Trading Fleet,78618,25.3,344771,Evergreen Marine Corp (Taiwan) Ltd (EVERGREEN LINE)
9300506,Bulk Carrier,In Trading Fleet,55715,14.69,5513484,Akij Shipping Line Ltd
9300518,Bulk Carrier,In Trading Fleet,55715,14.69,9991001,Unknown
9300544,Chemical/Products Tanker,In Trading Fleet,12083,14.2,4112406,Green Wave Shipping Pte Ltd
9300556,Bulk Carrier,In Trading Fleet,74195,14.4,1315070,Target Marine SA
9300623,Bulk Carrier,In Trading Fleet,52223,14.5,1981635,Shanghai CP International Ship Management & Broker Co Ltd
9300659,Container Ship (Fully Cellular),In Trading Fleet,17264,18.3,4068111,Arkas Denizcilik ve Nakliyat AS (Arkas Shipping & Transport AS)
9300702,LPG Tanker,In Trading Fleet,1412,12.8,235058,Iino Gas Transport Co Ltd
9300752,Open Hatch Cargo Ship,In Trading Fleet,37865,13.98,1303580,Intership Navigation Co Ltd (ISN)
9300776,Chemical/Products Tanker,In Trading Fleet,12923.632,13.63,1990678,Fortune Marine Co Ltd
9300788,Chemical/Products Tanker,In Trading Fleet,12923.632,13.63,5798777,Jeil International Co Ltd
9300831,Bulk Carrier,In Trading Fleet,30536,14.3,5554810,PL Shipping Co
9300867,Bulk Carrier,In Trading Fleet,30548,14.3,9991001,Unknown
9300879,General Cargo Ship (with Ro-Ro facility),In Trading Fleet,19946,14.5,752001,Hachiuma Steamship Co Ltd (Hachiuma Kisen KK)
9300881,General Cargo Ship (with Ro-Ro facility),In Trading Fleet,19950,14.5,752001,Hachiuma Steamship Co Ltd (Hachiuma Kisen KK)
9300893,General Cargo Ship (with Ro-Ro facility),In Trading Fleet,19945,14.3,1704113,Taiyo Sangyo Trading & Marine Service Ltd
9300908,General Cargo Ship (with Ro-Ro facility),In Trading Fleet,19949,14.3,752001,Hachiuma Steamship Co Ltd (Hachiuma Kisen KK)
9300958,General Cargo Ship,In Trading Fleet,10084,12.5,9991001,Unknown
9300972,Container Ship (Fully Cellular),In Trading Fleet,38608,22.4,5797164,Wilhelmsen Ahrenkiel Ship Management GmbH & Co KG
9301029,Crude Oil Tanker,In Trading Fleet,105363,14,6091771,Alberta Shipmanagement Ltd
9301043,Bulk Carrier,In Trading Fleet,82790,14.5,9991001,Unknown
9301067,Bulk Carrier,In Trading Fleet,176279,14.8,6077803,Qingdao Agricore Ship Management Co Ltd
9301108,Container Ship (Fully Cellular),In Trading Fleet,10700,18,5032985,Drevin Bereederungs GmbH & Co KG
9301122,Container Ship (Fully Cellular),In Trading Fleet,16986,19,6028124,Briese Dry Cargo GmbH & Co KG
9301134,Container Ship (Fully Cellular),In Trading Fleet,17002,19,6028124,Briese Dry Cargo GmbH & Co KG
9301146,Bulk Carrier,In Trading Fleet,53702,14,1250980,Vulcanus Technical Maritime Enterprises SA
9301201,Container Ship (Fully Cellular),In Trading Fleet,10744,18,5032985,Drevin Bereederungs GmbH & Co KG
9301249,General Cargo Ship,In Trading Fleet,9320,13.25,6024665,Vietnam Ship Service JSC
9301263,Container Ship (Fully Cellular),In Trading Fleet,19104,19.4,415893,Yang Ming Marine Transport Corp
9301287,Chemical/Products Tanker,In Trading Fleet,40471,14,1705289,Histria Shipmanagement Srl
9301316,Container Ship (Fully Cellular),In Trading Fleet,13007,18,6018114,Magellan Marine Solutions Co Ltd
9301328,Container Ship (Fully Cellular),In Trading Fleet,68483,24.3,1535947,MSC Shipmanagement Ltd
9301330,Container Ship (Fully Cellular),In Trading Fleet,68383,24.3,9991001,Unknown
9301380,Crude Oil Tanker,In Trading Fleet,101978,15,5897756,SCF Management Services (Dubai) Ltd
9301419,Crude Oil Tanker,In Trading Fleet,101876,15,5897756,SCF Management Services (Dubai) Ltd
9301445,Container Ship (Fully Cellular),In Trading Fleet,34263,21,3028090,Bernhard Schulte Shipmanagement (Deutschland) GmbH & Co KG
9301457,Container Ship (Fully Cellular),In Trading Fleet,34243,20.8,1822162,ZEABORN Ship Management GmbH & Cie KG
9301483,Container Ship (Fully Cellular),In Trading Fleet,102761,25.6,5059234,Hammonia Reederei GmbH & Co KG
9301550,Container Ship (Fully Cellular),In Trading Fleet,13823,17,1535947,MSC Shipmanagement Ltd
9301641,Chemical/Products Tanker,In Trading Fleet,1952,13.1,1418224,International Tanker Management Ltd (ITM)
9301665,Chemical/Products Tanker,In Trading Fleet,1952,13.1,5072610,HC Shipping Co Ltd
9301677,Chemical/Products Tanker,In Trading Fleet,3842,13,5223249,Elin Shipping Co
9301691,Chemical/Products Tanker,In Trading Fleet,3842,13,9991001,Unknown
9301744,Crude Oil Tanker,In Trading Fleet,70372,15.9,4088780,Hansa Linie Co
9301770,Container Ship (Fully Cellular),In Trading Fleet,50762,24.39,5001170,Seaspan Ship Management Ltd
9301782,Container Ship (Fully Cellular),In Trading Fleet,50819,24.39,5001170,Seaspan Ship Management Ltd
9301811,Container Ship (Fully Cellular),In Trading Fleet,50869,24.39,5001170,Seaspan Ship Management Ltd
9301823,Container Ship (Fully Cellular),In Trading Fleet,50869,24.39,5001170,Seaspan Ship Management Ltd
9301835,Container Ship (Fully Cellular),In Trading Fleet,50749,24.39,5001170,Seaspan Ship Management Ltd
9301873,Chemical/Products Tanker,In Trading Fleet,17557,12.1,1112028,Furetank Rederi AB
9301885,Chemical/Products Tanker,In Trading Fleet,40057,15,5230682,Millenia Maritime Inc
9301902,Chemical/Products Tanker,In Trading Fleet,51371,14.87,5892123,Falcon Navigation Shipmanagement SA
9301914,Chemical/Products Tanker,In Trading Fleet,51371,14.87,1601573,Fleet Management Ltd
9301926,Container Ship (Fully Cellular),In Trading Fleet,34396,22.15,5280724,Bernhard Schulte Shipmanagement (Hellas) SPLLC
9301938,Container Ship (Fully Cellular),In Trading Fleet,34704,22.44,5280724,Bernhard Schulte Shipmanagement (Hellas) SPLLC
9301940,Crude/Oil Products Tanker,In Trading Fleet,74908,15.1,758614,V Ships (UK) Ltd
9301976,Crude/Oil Products Tanker,In Trading Fleet,74896,15.1,5553502,Navios Tankers Management Inc
9301988,Container Ship (Fully Cellular),In Trading Fleet,37213,22.5,30163,Peter Doehle Schiffahrts-KG
9302085,Container Ship (Fully Cellular),In Trading Fleet,71270,25,9991001,Unknown
9302097,Container Ship (Fully Cellular),In Trading Fleet,71291,20,1425464,V Ships Greece Ltd
9302102,Container Ship (Fully Cellular),In Trading Fleet,71283,25,5365996,Anglo-Eastern (Germany) GmbH
9302140,Container Ship (Fully Cellular),In Trading Fleet,98849,24.5,5481925,'K' Line Ship Management (Singapore) Pte Ltd
9302164,Container Ship (Fully Cellular),In Trading Fleet,98849,24.5,4115119,Fleet Ship Management Pte Ltd
9302176,Container Ship (Fully Cellular),In Trading Fleet,98849,25.6,208451,Fukujin Kisen KK (Fukujin Kisen Co Ltd)
9302293,General Cargo Ship,In Trading Fleet,4000,10,4102603,Yantai Rich Marine International Shipping Management Co Ltd
9302360,Anchor Handling Tug Supply,Laid-Up,1473,12,9991001,Unknown
9302437,Container Ship (Fully Cellular),In Trading Fleet,33847,22,5865543,Hartmann Dry Cargo Germany GmbH & Co KG
9302554,Container Ship (Fully Cellular),In Trading Fleet,68080,24.1,9991001,Unknown
9302566,Container Ship (Fully Cellular),In Trading Fleet,68126,22.75,9991001,Unknown
9302619,Container Ship (Fully Cellular),In Trading Fleet,101411,24.5,5507517,Synergy Marine Pte Ltd
9302645,Container Ship (Fully Cellular),In Trading Fleet,101030,25.6,522961,Anglo-Eastern Ship Management Ltd
9302657,Chemical/Products Tanker,In Trading Fleet,37255,14.5,9991001,Unknown
9302695,Container Ship (Fully Cellular),In Trading Fleet,32937,22.7,1520088,Wan Hai Lines Ltd
9302750,Bulk Carrier,In Trading Fleet,76606,14.45,1599727,Sea Pioneer Shipping Corp
9302839,Bulk Carrier,In Trading Fleet,56056,14.4,9991001,Unknown
9302841,Bulk Carrier,In Trading Fleet,56025,14.55,5105614,Pacific Basin Shipping (HK) Ltd
9302865,Products Tanker,In Trading Fleet,45718,14.5,6128781,All Win Ship Management Ltd
9302877,Container Ship (Fully Cellular),In Trading Fleet,115700,25,5808451,Maersk A/S
9302891,Container Ship (Fully Cellular),In Trading Fleet,115700,25,5808451,Maersk A/S
9302944,Container Ship (Fully Cellular),In Trading Fleet,34457,22.1,1857193,Bernhard Schulte Shipmanagement (India) Pvt Ltd
9302970,Crude Oil Tanker,In Trading Fleet,106468,15,33503,Thenamaris (Ships Management) Inc
9302982,Crude Oil Tanker,In Trading Fleet,150205,15,5191857,Euronav Ship Management (Hellas) Ltd
9302994,Crude Oil Tanker,In Trading Fleet,150296,15,5191857,Euronav Ship Management (Hellas) Ltd
9303003,Bulk Carrier,In Trading Fleet,56052,13.9,1627986,PACC Ship Managers Pte Ltd
9303039,Bulk Carrier,In Trading Fleet,55715,14.69,5761271,LA Maritime SA
9303041,Bulk Carrier,In Trading Fleet,56023,14.62,1125205,Thoresen & Co (Bangkok) Ltd
9303065,Bulk Carrier,In Trading Fleet,55715,14.69,5451299,Starbulk SA
9303077,Bulk Carrier,In Trading Fleet,55715,14.69,376436,Mingtai Navigation Co Ltd
9303089,Bulk Carrier,In Trading Fleet,56024,14.55,5486413,Nhat Viet Transportation Corp (NV Trans Corp)
9303091,Bulk Carrier,In Trading Fleet,55715,14.69,5552963,Brave Royal Ship Management (BD) Ltd
9303118,Wood Chips Carrier,In Trading Fleet,54514,14.5,1814281,MMS Bulkship Management (Singapore) Pte Ltd
9303120,Wood Chips Carrier,In Trading Fleet,52001,14.5,6169873,HW Carriers Ltd
9303132,Wood Chips Carrier,In Trading Fleet,51976,14.5,9991001,Unknown
9303156,Vehicles Carrier,In Trading Fleet,15089,19.4,1681296,Cido Shipping (Korea) Co Ltd
9303168,Vehicles Carrier,In Trading Fleet,15119,19.4,1681296,Cido Shipping (Korea) Co Ltd
9303170,Vehicles Carrier,In Trading Fleet,18315,21.28,1681296,Cido Shipping (Korea) Co Ltd
9303211,Vehicles Carrier,In Trading Fleet,18318,20.6,1681296,Cido Shipping (Korea) Co Ltd
9303273,Chemical/Products Tanker,In Trading Fleet,12705,14,5652407,Eastern Tanker Co Ltd
9303302,General Cargo Ship,In Trading Fleet,17286,15,339979,Transport Desgagnes Inc
9303314,General Cargo Ship,In Trading Fleet,17305,15,6025045,Briese Heavylift GmbH & Co KG
9303364,Bulk Carrier,In Trading Fleet,32776,14.3,5567926,Dockendale Ship Management DMC Co
9303388,Bulk Carrier,In Trading Fleet,32642,13.42,5455172,Stam Shipping SA
9303390,Bulk Carrier,In Trading Fleet,32610,13.6,5421502,Tamar Ship Management Ltd
9303405,General Cargo Ship (with Ro-Ro facility),In Trading Fleet,10037,13.85,9991001,Unknown
9303417,Chemical/Products Tanker,In Trading Fleet,49414,14.6,1983906,Bernhard Schulte Shipmanagement (Singapore) Pte Ltd
9303429,Open Hatch Cargo Ship,In Trading Fleet,32316,14.2,5088093,Manta Denizcilik Nakliyat ve Ticaret Ltd Sti
9303522,Container Ship (Fully Cellular),In Trading Fleet,113889,23,1822162,ZEABORN Ship Management GmbH & Cie KG
9303534,Container Ship (Fully Cellular),In Trading Fleet,113889,23,1822162,ZEABORN Ship Management GmbH & Cie KG
9303546,Vehicles Carrier,In Trading Fleet,19670,20,1135952,Maersk Line Ltd
9303558,Vehicles Carrier,In Trading Fleet,19670,20,6071296,Hoegh Autoliners Management AS
9303560,LNG Tanker,In Trading Fleet,84894,19,5549377,Golar Management Norway AS
9303601,Open Hatch Cargo Ship,In Trading Fleet,33540,14.15,9991001,Unknown
9303649,Chemical/Products Tanker,In Trading Fleet,33916,15,645018,Iino Marine Service Co Ltd
9303675,Container Ship (Fully Cellular),In Trading Fleet,1830,12.5,9991001,Unknown
9303687,Well Stimulation Vessel,In Trading Fleet,1798,12,6191497,Ascending Services Lda
9303699,Crude Oil Tanker,In Trading Fleet,75493,14,5912498,COSCO Shipping Energy Transportation Co Ltd
9303728,Products Tanker,In Trading Fleet,38554,14.9,1359648,Ancora Investment Trust Inc
9303766,Container Ship (Fully Cellular),In Trading Fleet,44052,22.6,9991001,Unknown
9303778,Container Ship (Fully Cellular),In Trading Fleet,44022,22.66,6018202,Conbulk Shipmanagement Corp
9303780,Container Ship (Fully Cellular),In Trading Fleet,39382,22.5,6096697,Tsakos Conbulk Services (TCB) Ltd
9303792,Container Ship (Fully Cellular),In Trading Fleet,39266,22.5,5407574,BF Shipmanagement GmbH & Co KG
9303807,Container Ship (Fully Cellular),In Trading Fleet,39266,22.5,4068111,Arkas Denizcilik ve Nakliyat AS (Arkas Shipping & Transport AS)
9303833,Bulk Carrier,In Trading Fleet,177106,14.5,5485097,C Transport Maritime SAM (CTM SAM)
9303871,Bulk Carrier,In Trading Fleet,55730,14,533571,AM Nomikos Transworld Maritime Agencies SA
9303912,Bulk Carrier,In Trading Fleet,81887,14.25,645018,Iino Marine Service Co Ltd
9303924,Bulk Carrier,In Trading Fleet,55710,13.5,1125205,Thoresen & Co (Bangkok) Ltd
9303948,Bulk Carrier,In Trading Fleet,86141,13.47,208451,Fukujin Kisen KK (Fukujin Kisen Co Ltd)
9304021,General Cargo Ship,In Trading Fleet,27408,15.1,1834165,Executive Ship Management Pte Ltd
9304083,Bulk Carrier,In Trading Fleet,77073,14.5,5789249,Blumenthal Asia Pte Ltd
9304100,Bulk Carrier,In Trading Fleet,55697,14.5,1252195,Eastern Mediterranean Maritime Ltd (EASTMED)
9304148,Bulk Carrier,In Trading Fleet,106445,14.3,282174,Shikishima Kisen KK
9304162,Bulk Carrier,In Trading Fleet,77053,14.5,228674,Johann M K Blumenthal GmbH & Co KG
9304186,Bulk Carrier,In Trading Fleet,76830,14.5,5895088,POS SM Co Ltd
9304215,Bulk Carrier,In Trading Fleet,76752,13.88,5623471,Aims Shipping Corp
9304227,Bulk Carrier,In Trading Fleet,76773,14.5,1335815,Hong Kong Ming Wah Ship Management Co Ltd
9304253,Bulk Carrier,In Trading Fleet,76801,13.9,1772981,Navios Shipmanagement Inc
9304277,Bulk Carrier,In Trading Fleet,76806,14.5,5023735,Omicron Ship Management Inc
9304289,Bulk Carrier,In Trading Fleet,76807,13.85,5809980,Spring Marine Bulk SA
9304291,Chemical/Products Tanker,In Trading Fleet,14298,14.5,5716783,Ocean Jade Shipping Co Ltd
9304306,Chemical/Products Tanker,In Trading Fleet,19707,14.3,5829126,Synergy Navis Marine Pvt Ltd
9304356,Crude Oil Tanker,In Trading Fleet,105747,13,6122001,Gerhard Shipping Ltd
9304368,Crude Oil Tanker,In Trading Fleet,105715,13.85,540689,Valles Steamship (Canada) Ltd
9304370,Bulk Carrier,In Trading Fleet,55418,14.5,405336,Taiwan Navigation Co Ltd
9304382,Bulk Carrier,In Trading Fleet,55418,14,405336,Taiwan Navigation Co Ltd
9304411,Container Ship (Fully Cellular),In Trading Fleet,117310,25.2,750415,Mediterranean Shipping Co Srl
9304423,Container Ship (Fully Cellular),In Trading Fleet,117205,25.2,750415,Mediterranean Shipping Co Srl
9304485,Products Tanker,In Trading Fleet,2783,11,651192,Dalmare SpA
9304502,Vehicles Carrier,In Trading Fleet,15128,19.9,1897171,Fuyoh Shipping Co
9304514,Vehicles Carrier,In Trading Fleet,15128,19.9,5753696,ECL Shipmanagement Co Ltd
9304538,Bulk Carrier,In Trading Fleet,177477,14.55,5020832,Doriko Ltd
